Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff,Elapsed Time (s),Parameter Usage,FLOPs
118,46.27,472,"6,2",0.6128106601792828,0.3871893398207173,246.13,6532480,331591800000
119,58.4,476,"8,1",0.5116943172258114,0.4883056827741886,248.23,6587840,334401900000
120,54.86,480,"0,2",0.5700360150388043,0.4299639849611957,250.32,6643200,337212000000
121,51.51,484,"6,5",0.5898036456961164,0.41019635430388357,252.41,6698560,340022100000
122,47.65,488,"9,2",0.4626476774017384,0.5373523225982616,254.51,6753920,342832200000
123,54.900000000000006,492,"6,0",0.3723698925544502,0.6276301074455498,256.61,6809280,345642300000
124,64.4,496,"4,7",0.2662456405062388,0.7337543594937612,258.69,6864640,348452400000
125,53.21,500,"0,8",0.3886429455436242,0.6113570544563758,260.77,6920000,351262500000
126,52.900000000000006,504,"9,5",0.5451930118448427,0.45480698815515735,262.86,6975360,354072600000
127,60.760000000000005,508,"8,1",0.46650468294330066,0.5334953170566993,264.95,7030720,356882700000
128,48.11,512,"4,8",0.46233512799998394,0.537664872000016,267.04,7086080,359692800000
129,58.230000000000004,516,"3,2",0.4103145988196502,0.5896854011803498,269.12,7141440,362502900000
130,51.43,520,"6,3",0.3465308138265523,0.6534691861734476,271.2,7196800,365313000000
131,55.61000000000001,524,"0,2",0.4789590622279524,0.5210409377720475,273.3,7252160,368123100000
132,59.31999999999999,528,"6,8",0.3782622248509477,0.6217377751490524,275.39,7307520,370933200000
133,57.25,532,"3,7",0.5239664315706648,0.4760335684293352,277.48,7362880,373743300000
134,44.879999999999995,536,"6,3",0.4662666515327255,0.5337333484672745,279.58,7418240,376553400000
135,57.989999999999995,540,"5,0",0.462826535539774,0.537173464460226,281.65,7473600,379363500000
136,48.010000000000005,544,"3,6",0.6558270105024689,0.34417298949753106,283.74,7528960,382173600000
137,58.41,548,"9,2",0.5989916446472133,0.40100835535278667,285.84,7584320,384983700000
138,59.050000000000004,552,"5,0",0.5467560073575596,0.4532439926424405,287.93,7639680,387793800000
139,38.33,556,"5,2",0.5143242862515989,0.48567571374840107,290.02,7695040,390603900000
140,48.75,560,"2,6",0.3765275591388832,0.6234724408611168,292.1,7750400,393414000000
141,56.620000000000005,564,"3,8",0.3633513087587605,0.6366486912412395,294.19,7805760,396224100000
142,44.34,568,"9,5",0.5322850365777195,0.46771496342228047,296.27,7861120,399034200000
143,40.65,572,"3,6",0.45115209947662127,0.5488479005233787,298.37,7916480,401844300000
144,43.79,576,"7,5",0.5109587132104723,0.4890412867895278,300.45,7971840,404654400000
145,54.339999999999996,580,"2,8",0.41860417120344745,0.5813958287965525,302.52,8027200,407464500000
146,50.760000000000005,584,"8,3",0.533253994451572,0.466746005548428,304.6,8082560,410274600000
147,42.120000000000005,588,"9,3",0.6572045232413738,0.34279547675862615,306.68,8137920,413084700000
148,57.989999999999995,592,"4,5",0.5533812101715063,0.44661878982849373,308.75,8193280,415894800000
149,50.339999999999996,596,"3,2",0.42669097842385695,0.573309021576143,310.83,8248640,418704900000
150,37.28,600,"5,2",0.5290947232104288,0.4709052767895712,312.93,8304000,421515000000
151,39.72,604,"2,3",0.4827209516364075,0.5172790483635925,315.01,8359360,424325100000
152,56.2,608,"0,4",0.4349999046030139,0.5650000953969861,317.08,8414720,427135200000
153,46.19,612,"2,3",0.31493153257478756,0.6850684674252124,319.17,8470080,429945300000
154,67.77,616,"1,6",0.4076610900244464,0.5923389099755536,321.25,8525440,432755400000
155,58.18,620,"0,9",0.4417566935368926,0.5582433064631074,323.33,8580800,435565500000
156,66.27,624,"8,1",0.36628827087451477,0.6337117291254852,325.41,8636160,438375600000
157,61.73,628,"8,3",0.34928591692649125,0.6507140830735088,327.5,8691520,441185700000
158,60.699999999999996,632,"3,5",0.6474105401719751,0.3525894598280249,329.58,8746880,443995800000
159,61.970000000000006,636,"1,3",0.3550860118778675,0.6449139881221325,331.65,8802240,446805900000
160,66.11,640,"7,6",0.36843579609552024,0.6315642039044798,333.75,8857600,449616000000
161,52.15,644,"5,9",0.5150385794052089,0.48496142059479114,335.82,8912960,452426100000
162,60.91,648,"0,8",0.5003238427845758,0.4996761572154243,337.94,8968320,455236200000
163,65.2,652,"4,3",0.42411105431553203,0.5758889456844679,340.03,9023680,458046300000
164,59.089999999999996,656,"9,1",0.36920531069144,0.63079468930856,342.11,9079040,460856400000
165,62.480000000000004,660,"0,4",0.18049996378291783,0.8195000362170822,344.2,9134400,463666500000
166,62.82,664,"4,7",0.5768236285810492,0.4231763714189508,346.29,9189760,466476600000
167,58.699999999999996,668,"3,7",0.4773272353450682,0.5226727646549318,348.37,9245120,469286700000
168,56.989999999999995,672,"4,7",0.5131530354061028,0.48684696459389726,350.45,9300480,472096800000
169,64.9,676,"2,8",0.3083310955215124,0.6916689044784876,352.53,9355840,474906900000
170,68.93,680,"4,6",0.41810027930044746,0.5818997206995525,354.61,9411200,477717000000
171,65.78,684,"8,5",0.3891221083103975,0.6108778916896025,356.7,9466560,480527100000
172,52.88,688,"5,7",0.38454344363591997,0.61545655636408,358.8,9521920,483337200000
173,53.04,692,"5,8",0.3435352713770189,0.6564647286229811,360.89,9577280,486147300000
174,48.33,696,"2,5",0.20655854856345962,0.7934414514365404,362.97,9632640,488957400000
175,68.62,700,"6,0",0.5379974460597067,0.4620025539402933,365.06,9688000,491767500000
176,74.1,704,"7,9",0.580338792652681,0.4196612073473191,367.13,9743360,494577600000
177,71.77,708,"6,1",0.4766547650777217,0.5233452349222782,369.22,9798720,497387700000
178,60.19,712,"8,7",0.34061999157734046,0.6593800084226595,371.31,9854080,500197800000
179,64.55,716,"2,6",0.5318407825824935,0.46815921741750655,373.4,9909440,503007900000
180,70.07,720,"5,3",0.2679829112323728,0.7320170887676273,375.47,9964800,505818000000
181,60.8,724,"2,9",0.43912668921444464,0.5608733107855554,377.57,10020160,508628100000
182,66.19,728,"7,8",0.4603251249636536,0.5396748750363464,379.67,10075520,511438200000
183,68.71000000000001,732,"9,1",0.5016351951484085,0.4983648048515915,381.74,10130880,514248300000
184,63.22,736,"8,1",0.49151765869405156,0.5084823413059485,383.82,10186240,517058400000
185,69.0,740,"0,3",0.4537700423724524,0.5462299576275477,385.91,10241600,519868500000
186,67.53,744,"5,0",0.5477791353377947,0.45222086466220535,388.01,10296960,522678600000
187,70.00999999999999,748,"6,7",0.6102064834766266,0.3897935165233734,390.1,10352320,525488700000
188,72.13000000000001,752,"2,1",0.35532661032456536,0.6446733896754346,392.18,10407680,528298800000
189,60.27,756,"5,9",0.5053346527005328,0.4946653472994672,394.28,10463040,531108900000
190,52.22,760,"2,9",0.4906835846868783,0.5093164153131218,396.38,10518400,533919000000
191,60.86,764,"6,1",0.492277063326526,0.507722936673474,398.46,10573760,536729100000
192,54.42,768,"9,1",0.6438426226405489,0.35615737735945113,400.54,10629120,539539200000
193,59.99,772,"2,3",0.41742604831280605,0.582573951687194,402.61,10684480,542349300000
194,59.14,776,"2,0",0.41858947198105817,0.5814105280189419,404.71,10739840,545159400000
195,57.26,780,"2,7",0.5768650560966518,0.42313494390334816,406.79,10795200,547969500000
196,69.45,784,"5,4",0.5422602479896834,0.45773975201031664,408.88,10850560,550779600000
197,70.81,788,"4,6",0.4948213910290218,0.5051786089709782,410.97,10905920,553589700000
198,69.86,792,"9,7",0.3572208940737414,0.6427791059262586,413.06,10961280,556399800000
199,71.97,796,"8,3",0.5028005598998948,0.49719944010010525,415.14,11016640,559209900000
200,59.58,800,"6,3",0.5326882601226789,0.4673117398773211,417.23,11072000,562020000000
201,74.24,804,"4,9",0.3662966850577901,0.6337033149422099,419.33,11127360,564830100000
202,72.91,808,"1,8",0.5717187430297651,0.42828125697023484,421.43,11182720,567640200000
203,73.29,812,"7,1",0.3930692222888107,0.6069307777111893,423.51,11238080,570450300000
204,62.79,816,"9,3",0.43631553186158833,0.5636844681384117,425.58,11293440,573260400000
