Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff,Elapsed Time (s),Parameter Usage,FLOPs
52,30.23,208,"1,7",0.39679532867013506,0.6032046713298649,108.25,2878720,146125200000
53,30.36,212,"9,8",0.4311637240343785,0.5688362759656215,110.33,2934080,148935300000
54,36.76,216,"9,4",0.47732050048648716,0.5226794995135129,112.42,2989440,151745400000
55,42.01,220,"3,1",0.629244440332124,0.370755559667876,114.51,3044800,154555500000
56,32.73,224,"9,1",0.5360365916550295,0.4639634083449705,116.6,3100160,157365600000
57,31.840000000000003,228,"8,9",0.5873022088156863,0.4126977911843137,118.69,3155520,160175700000
58,30.37,232,"2,8",0.5356095003410825,0.46439049965891754,120.77,3210880,162985800000
59,39.019999999999996,236,"6,9",0.3039376830129942,0.6960623169870058,122.86,3266240,165795900000
60,27.36,240,"4,8",0.4478824963951765,0.5521175036048235,124.96,3321600,168606000000
61,29.29,244,"3,5",0.530176720827828,0.469823279172172,127.06,3376960,171416100000
62,28.58,248,"9,8",0.6865318877771314,0.31346811222286863,129.15,3432320,174226200000
63,21.990000000000002,252,"3,5",0.5905664916191751,0.40943350838082493,131.23,3487680,177036300000
64,18.01,256,"5,9",0.4108402689594563,0.5891597310405438,133.33,3543040,179846400000
65,26.25,260,"1,5",0.305908618828349,0.6940913811716509,135.43,3598400,182656500000
66,33.07,264,"0,1",0.529632327630175,0.47036767236982496,137.51,3653760,185466600000
67,37.59,268,"8,4",0.5066658585680954,0.4933341414319046,139.61,3709120,188276700000
68,29.32,272,"8,4",0.29791914252977525,0.7020808574702248,141.7,3764480,191086800000
69,32.190000000000005,276,"5,6",0.5959354732660802,0.4040645267339198,143.78,3819840,193896900000
70,19.74,280,"5,4",0.6897704718456183,0.3102295281543816,145.87,3875200,196707000000
71,31.319999999999997,284,"3,4",0.4267627937409368,0.5732372062590632,147.94,3930560,199517100000
72,34.660000000000004,288,"7,3",0.446799905654505,0.553200094345495,149.98,3985920,202327200000
73,40.06,292,"4,7",0.2636695409684592,0.7363304590315408,152.06,4041280,205137300000
74,38.61,296,"0,5",0.26606389279114023,0.7339361072088597,154.14,4096640,207947400000
75,41.199999999999996,300,"7,1",0.30671467995384993,0.6932853200461501,156.23,4152000,210757500000
76,46.94,304,"8,1",0.5306043691329956,0.4693956308670045,158.32,4207360,213567600000
77,46.28,308,"2,4",0.4737217953527697,0.5262782046472303,160.42,4262720,216377700000
78,38.550000000000004,312,"0,4",0.5087188521999959,0.4912811478000041,162.5,4318080,219187800000
79,51.300000000000004,316,"3,6",0.5079758257783294,0.49202417422167055,164.6,4373440,221997900000
80,42.57,320,"9,6",0.542272461527282,0.4577275384727179,166.69,4428800,224808000000
81,44.55,324,"0,7",0.5197593902743948,0.4802406097256053,168.77,4484160,227618100000
82,46.46,328,"8,4",0.3838685828746929,0.6161314171253072,170.86,4539520,230428200000
83,49.93,332,"6,7",0.363485560279082,0.6365144397209179,172.96,4594880,233238300000
84,38.76,336,"8,4",0.35620241106037354,0.6437975889396265,175.04,4650240,236048400000
85,31.119999999999997,340,"4,8",0.4187729030948888,0.5812270969051112,177.12,4705600,238858500000
86,40.31,344,"2,8",0.4646017456765246,0.5353982543234754,179.22,4760960,241668600000
87,45.53,348,"3,6",0.3461317490739445,0.6538682509260555,181.3,4816320,244478700000
88,50.91,352,"1,9",0.32649153093887784,0.6735084690611222,183.4,4871680,247288800000
89,48.92,356,"3,1",0.49109207493162227,0.5089079250683778,185.49,4927040,250098900000
90,45.0,360,"5,4",0.5104854584491785,0.4895145415508215,187.57,4982400,252909000000
91,36.51,364,"6,5",0.299330698142903,0.700669301857097,189.67,5037760,255719100000
92,46.32,368,"8,5",0.29062390798015086,0.7093760920198491,191.77,5093120,258529200000
93,50.980000000000004,372,"0,6",0.6239422464699675,0.3760577535300325,193.87,5148480,261339300000
94,45.34,376,"6,1",0.41774048821259585,0.5822595117874041,195.92,5203840,264149400000
95,49.24,380,"4,6",0.4106768083100384,0.5893231916899616,198.01,5259200,266959500000
96,55.84,384,"3,7",0.6751352844562553,0.3248647155437447,200.11,5314560,269769600000
97,47.93,388,"0,9",0.665861806094663,0.334138193905337,202.19,5369920,272579700000
98,49.669999999999995,392,"5,3",0.5564504365398298,0.4435495634601702,204.28,5425280,275389800000
99,31.380000000000003,396,"4,5",0.536701047151325,0.46329895284867495,206.36,5480640,278199900000
100,42.67,400,"9,8",0.39455061123849416,0.6054493887615058,208.44,5536000,281010000000
101,50.980000000000004,404,"9,4",0.3846442407087667,0.6153557592912333,210.52,5591360,283820100000
102,29.32,408,"8,9",0.6166806647871375,0.38331933521286254,212.6,5646720,286630200000
103,46.56,412,"8,2",0.353289602367411,0.646710397632589,214.7,5702080,289440300000
104,29.75,416,"8,2",0.6839033394286204,0.31609666057137964,216.77,5757440,292250400000
105,45.269999999999996,420,"3,7",0.44251525258999375,0.5574847474100062,218.86,5812800,295060500000
106,32.81,424,"5,7",0.3499007563849391,0.6500992436150609,220.94,5868160,297870600000
107,49.62,428,"9,1",0.4223297258589597,0.5776702741410402,223.04,5923520,300680700000
108,34.81,432,"4,5",0.5272142155855086,0.4727857844144914,225.11,5978880,303490800000
109,40.89,436,"3,4",0.5704539892263993,0.42954601077360066,227.21,6034240,306300900000
110,49.44,440,"8,3",0.4712507555980097,0.5287492444019902,229.3,6089600,309111000000
111,39.62,444,"7,5",0.35175473640564553,0.6482452635943545,231.39,6144960,311921100000
112,48.209999999999994,448,"8,6",0.3731653730971904,0.6268346269028096,233.47,6200320,314731200000
113,46.089999999999996,452,"3,2",0.45264708149975447,0.5473529185002456,235.58,6255680,317541300000
114,37.91,456,"4,3",0.622309436482449,0.377690563517551,237.67,6311040,320351400000
115,58.96,460,"7,0",0.5592088122953269,0.44079118770467307,239.75,6366400,323161500000
116,42.15,464,"2,5",0.7346434750501493,0.26535652494985074,241.85,6421760,325971600000
117,55.47,468,"0,6",0.4765465982591019,0.5234534017408982,243.93,6477120,328781700000
118,46.47,472,"6,3",0.6024078350476942,0.3975921649523057,246.0,6532480,331591800000
119,51.629999999999995,476,"8,7",0.46746677565305567,0.5325332243469443,248.1,6587840,334401900000
120,43.1,480,"0,2",0.49120394175243165,0.5087960582475684,250.2,6643200,337212000000
121,49.32,484,"6,5",0.5728646250393018,0.4271353749606982,252.27,6698560,340022100000
122,36.91,488,"9,5",0.47287686679590807,0.527123133204092,254.36,6753920,342832200000
123,51.89,492,"6,0",0.40741814096541534,0.5925818590345846,256.45,6809280,345642300000
124,61.23,496,"4,1",0.28643846787789146,0.7135615321221086,258.55,6864640,348452400000
125,54.21,500,"0,8",0.40663289561402594,0.5933671043859741,260.65,6920000,351262500000
126,45.839999999999996,504,"5,9",0.5395428625404672,0.46045713745953276,262.74,6975360,354072600000
127,52.410000000000004,508,"8,1",0.4512610958478854,0.5487389041521147,264.82,7030720,356882700000
128,45.06,512,"4,8",0.49303256991332123,0.5069674300866788,266.91,7086080,359692800000
129,58.29,516,"3,2",0.42967628119997986,0.5703237188000201,269.01,7141440,362502900000
130,61.19,520,"1,6",0.38374920324518,0.61625079675482,271.09,7196800,365313000000
131,56.92,524,"0,2",0.530321205127688,0.469678794872312,273.16,7252160,368123100000
132,59.589999999999996,528,"6,8",0.33618358131361575,0.6638164186863843,275.26,7307520,370933200000
133,59.550000000000004,532,"3,7",0.47388238752353706,0.5261176124764629,277.33,7362880,373743300000
134,50.17,536,"6,3",0.4959849670177405,0.5040150329822595,279.42,7418240,376553400000
135,58.46,540,"5,0",0.4491074423668083,0.5508925576331917,281.5,7473600,379363500000
136,52.400000000000006,544,"3,6",0.6834313105840927,0.3165686894159074,283.6,7528960,382173600000
137,57.769999999999996,548,"9,2",0.6011454549882264,0.39885454501177364,285.68,7584320,384983700000
138,58.8,552,"5,0",0.6639159854524349,0.33608401454756515,287.77,7639680,387793800000
139,37.980000000000004,556,"5,2",0.5254495263115134,0.47455047368848663,289.85,7695040,390603900000
140,62.62,560,"1,6",0.4743767465290778,0.5256232534709222,291.92,7750400,393414000000
141,64.67,564,"3,8",0.392468529671829,0.607531470328171,294.02,7805760,396224100000
142,51.160000000000004,568,"9,5",0.4466201904133585,0.5533798095866415,296.11,7861120,399034200000
143,49.370000000000005,572,"3,6",0.41477590073446446,0.5852240992655355,298.2,7916480,401844300000
144,48.75,576,"7,5",0.47279968894450575,0.5272003110554943,300.29,7971840,404654400000
145,58.809999999999995,580,"2,8",0.4332649185745128,0.5667350814254871,302.38,8027200,407464500000
146,53.800000000000004,584,"3,8",0.5622886459554687,0.4377113540445313,304.49,8082560,410274600000
147,42.559999999999995,588,"9,3",0.7386352449312193,0.26136475506878065,306.57,8137920,413084700000
148,59.919999999999995,592,"4,5",0.6168538167745803,0.3831461832254197,308.66,8193280,415894800000
149,52.82,596,"3,2",0.5012086127197918,0.4987913872802083,310.75,8248640,418704900000
150,36.99,600,"5,2",0.5401692717201949,0.4598307282798051,312.84,8304000,421515000000
151,39.0,604,"3,2",0.4272944955320346,0.5727055044679654,314.93,8359360,424325100000
152,60.419999999999995,608,"4,0",0.48927569420544814,0.5107243057945519,317.0,8414720,427135200000
153,45.81,612,"2,3",0.3344706854779218,0.6655293145220782,319.09,8470080,429945300000
154,68.24,616,"1,7",0.36677120191309154,0.6332287980869085,321.14,8525440,432755400000
155,59.519999999999996,620,"0,7",0.4485234665121209,0.5514765334878791,323.23,8580800,435565500000
156,65.02,624,"8,1",0.419792260821129,0.5802077391788709,325.32,8636160,438375600000
157,60.19,628,"8,3",0.35454986866966953,0.6454501313303305,327.42,8691520,441185700000
158,58.050000000000004,632,"3,5",0.6201577604470265,0.37984223955297347,329.52,8746880,443995800000
159,62.150000000000006,636,"1,8",0.3396639144820474,0.6603360855179526,331.61,8802240,446805900000
160,70.95,640,"7,6",0.4394391180476816,0.5605608819523183,333.69,8857600,449616000000
161,56.76,644,"1,5",0.538238460078325,0.461761539921675,335.78,8912960,452426100000
162,60.589999999999996,648,"0,8",0.4874184623675227,0.5125815376324774,337.87,8968320,455236200000
163,66.78,652,"4,3",0.3887974904106638,0.6112025095893362,339.97,9023680,458046300000
164,68.52000000000001,656,"9,1",0.3870034237916273,0.6129965762083728,342.02,9079040,460856400000
165,64.53999999999999,660,"0,8",0.27638210320910017,0.7236178967908998,344.11,9134400,463666500000
166,65.28,664,"4,7",0.5722639931848341,0.4277360068151659,346.2,9189760,466476600000
167,62.480000000000004,668,"3,7",0.4540036101947416,0.5459963898052583,348.28,9245120,469286700000
168,60.629999999999995,672,"4,7",0.49234704147914615,0.5076529585208538,350.37,9300480,472096800000
169,60.46,676,"2,8",0.37370637208249813,0.6262936279175019,352.47,9355840,474906900000
170,67.02,680,"4,6",0.41241120332874476,0.5875887966712552,354.59,9411200,477717000000
171,64.94,684,"8,5",0.44330256879633445,0.5566974312036655,356.68,9466560,480527100000
172,52.849999999999994,688,"5,7",0.34761480603693773,0.6523851939630623,358.78,9521920,483337200000
173,51.99,692,"5,9",0.4315551661448084,0.5684448338551916,360.86,9577280,486147300000
174,63.949999999999996,696,"2,3",0.22927968095029166,0.7707203190497083,362.93,9632640,488957400000
175,75.08,700,"6,0",0.5575286022183775,0.4424713977816224,365.03,9688000,491767500000
176,68.82000000000001,704,"7,9",0.630645345288662,0.36935465471133805,367.12,9743360,494577600000
177,68.30000000000001,708,"6,1",0.5093431765341643,0.4906568234658357,369.2,9798720,497387700000
178,62.33,712,"8,7",0.38337784229652366,0.6166221577034763,371.28,9854080,500197800000
179,67.58,716,"2,6",0.5723304714719059,0.4276695285280941,373.37,9909440,503007900000
180,71.94,720,"5,0",0.25537002039580675,0.7446299796041933,375.46,9964800,505818000000
181,55.730000000000004,724,"2,9",0.45922520999624844,0.5407747900037516,377.53,10020160,508628100000
182,63.68000000000001,728,"7,8",0.4704226248372312,0.5295773751627688,379.62,10075520,511438200000
183,58.099999999999994,732,"9,5",0.5309700695411688,0.46902993045883123,381.71,10130880,514248300000
184,67.15,736,"8,1",0.5218291759158511,0.4781708240841489,383.79,10186240,517058400000
185,66.39,740,"0,5",0.4700145507569369,0.5299854492430631,385.89,10241600,519868500000
186,56.63,744,"5,0",0.629325266376783,0.370674733623217,387.96,10296960,522678600000
187,68.93,748,"6,0",0.5490934425870077,0.45090655741299235,390.05,10352320,525488700000
188,68.75,752,"2,1",0.3755098874451413,0.6244901125548588,392.14,10407680,528298800000
189,62.55,756,"5,4",0.3863296592026137,0.6136703407973862,394.22,10463040,531108900000
190,53.900000000000006,760,"2,9",0.5204838615442096,0.47951613845579044,396.32,10518400,533919000000
191,68.73,764,"6,4",0.43059228886048495,0.569407711139515,398.41,10573760,536729100000
192,62.18,768,"9,1",0.5920658897406067,0.40793411025939336,400.48,10629120,539539200000
193,67.67999999999999,772,"2,3",0.40134686324218394,0.5986531367578161,402.56,10684480,542349300000
194,61.78,776,"2,0",0.3878728961171114,0.6121271038828886,404.66,10739840,545159400000
195,46.75,780,"2,9",0.5670294181016624,0.43297058189833754,406.76,10795200,547969500000
196,60.5,784,"5,3",0.4493496732761382,0.5506503267238618,408.85,10850560,550779600000
197,61.550000000000004,788,"4,2",0.5178229750762338,0.4821770249237663,410.95,10905920,553589700000
198,71.39,792,"9,7",0.3860012144424943,0.6139987855575058,413.03,10961280,556399800000
199,74.39,796,"3,8",0.5068006765551479,0.49319932344485207,415.12,11016640,559209900000
200,65.75,800,"3,6",0.4660888145832132,0.5339111854167868,417.22,11072000,562020000000
201,75.26,804,"4,9",0.37707692695262834,0.6229230730473716,419.31,11127360,564830100000
202,74.44,808,"1,8",0.5579760839816114,0.4420239160183886,421.4,11182720,567640200000
203,72.86,812,"7,6",0.36893896727965564,0.6310610327203444,423.48,11238080,570450300000
204,63.11,816,"9,3",0.516012522321224,0.48398747767877603,425.54,11293440,573260400000
205,72.00999999999999,820,"7,0",0.3335173673081985,0.6664826326918015,427.63,11348800,576070500000
206,74.49,824,"6,5",0.32837070820328,0.6716292917967199,429.78,11404160,578880600000
207,74.6,828,"2,4",0.2641099512231121,0.7358900487768879,431.87,11459520,581690700000
208,72.00999999999999,832,"1,4",0.3948850197095059,0.6051149802904942,433.96,11514880,584500800000
209,67.27,836,"8,2",0.5506533007091466,0.4493466992908534,436.02,11570240,587310900000
210,76.11,840,"6,3",0.5444162956675506,0.4555837043324495,438.11,11625600,590121000000
211,73.22,844,"4,0",0.55106427152421,0.44893572847579005,440.21,11680960,592931100000
212,74.05000000000001,848,"9,7",0.46408610691294105,0.535913893087059,442.3,11736320,595741200000
213,73.22,852,"1,2",0.5073713726095018,0.4926286273904982,444.41,11791680,598551300000
214,64.23,856,"3,2",0.6328769913566067,0.3671230086433933,446.49,11847040,601361400000
215,65.61,860,"4,3",0.5454025444716538,0.4545974555283462,448.57,11902400,604171500000
216,70.64,864,"2,6",0.5165581300477408,0.48344186995225924,450.65,11957760,606981600000
217,77.14999999999999,868,"0,1",0.3513394557782623,0.6486605442217377,452.74,12013120,609791700000
218,64.32,872,"9,3",0.4095501605752428,0.5904498394247572,454.8,12068480,612601800000
219,69.19999999999999,876,"4,1",0.4804487471262839,0.5195512528737162,456.87,12123840,615411900000
220,68.84,880,"1,2",0.6974684110559007,0.30253158894409926,458.94,12179200,618222000000
221,72.71,884,"8,6",0.48792302388234693,0.512076976117653,461.01,12234560,621032100000
222,74.36,888,"1,2",0.34012672970925384,0.6598732702907462,463.09,12289920,623842200000
223,75.24,892,"8,5",0.49296627673731397,0.507033723262686,465.19,12345280,626652300000
224,80.72,896,"0,1",0.43159693110121566,0.5684030688987843,467.27,12400640,629462400000
225,69.75,900,"1,8",0.47211949939791575,0.5278805006020842,469.35,12456000,632272500000
226,64.8,904,"9,5",0.1894504926140858,0.8105495073859142,471.42,12511360,635082600000
227,60.58,908,"1,9",0.5268475558678365,0.4731524441321635,473.49,12566720,637892700000
228,71.66,912,"3,4",0.35969670391448605,0.640303296085514,475.59,12622080,640702800000
229,69.35,916,"7,3",0.535736816001003,0.4642631839989971,477.68,12677440,643512900000
230,58.74,920,"4,3",0.5313401238338629,0.4686598761661372,479.76,12732800,646323000000
231,68.37,924,"0,9",0.5544411758226812,0.44555882417731885,481.84,12788160,649133100000
232,72.97,928,"6,0",0.43697809657192344,0.5630219034280766,483.92,12843520,651943200000
233,75.68,932,"6,2",0.4635411890717867,0.5364588109282132,486.01,12898880,654753300000
234,66.72,936,"1,9",0.37290600742448526,0.6270939925755147,488.1,12954240,657563400000
235,72.50999999999999,940,"7,5",0.38054133004586777,0.6194586699541322,490.18,13009600,660373500000
236,67.64,944,"7,3",0.3903493626680897,0.6096506373319103,492.27,13064960,663183600000
237,70.30999999999999,948,"6,0",0.6143781286827799,0.38562187131722014,494.36,13120320,665993700000
238,67.93,952,"5,6",0.42822324106169435,0.5717767589383057,496.45,13175680,668803800000
239,68.36,956,"6,1",0.6263073421337794,0.3736926578662206,498.54,13231040,671613900000
240,60.629999999999995,960,"7,6",0.37847438839604514,0.6215256116039548,500.62,13286400,674424000000
241,61.69,964,"6,3",0.4463232072646573,0.5536767927353426,502.71,13341760,677234100000
242,73.04,968,"4,2",0.6547760291926706,0.3452239708073293,504.81,13397120,680044200000
243,71.11,972,"8,5",0.5416990865254088,0.45830091347459123,506.91,13452480,682854300000
244,74.45,976,"1,7",0.47428410185599124,0.5257158981440088,509.0,13507840,685664400000
245,73.02,980,"2,0",0.541538074151254,0.458461925848746,511.09,13563200,688474500000
246,76.27000000000001,984,"6,0",0.4476490825012576,0.5523509174987423,513.18,13618560,691284600000
247,69.11,988,"7,6",0.6387391810247648,0.3612608189752352,515.28,13673920,694094700000
248,67.04,992,"2,8",0.5925991807756598,0.4074008192243402,517.37,13729280,696904800000
249,72.38,996,"4,6",0.5130145757572225,0.48698542424277746,519.47,13784640,699714900000
250,76.98,1000,"3,9",0.633637612692428,0.366362387307572,521.57,13840000,702525000000
251,76.42999999999999,1004,"6,1",0.4441359180887895,0.5558640819112105,523.67,13895360,705335100000
252,64.63,1008,"9,1",0.2969195876327634,0.7030804123672366,525.77,13950720,708145200000
253,72.04,1012,"9,4",0.6723029175696944,0.32769708243030565,527.87,14006080,710955300000
254,65.57,1016,"4,3",0.4973556430305746,0.5026443569694254,529.96,14061440,713765400000
255,67.19000000000001,1020,"4,5",0.4099259094329652,0.5900740905670347,532.05,14116800,716575500000
256,70.78,1024,"7,3",0.23392214496171967,0.7660778550382803,534.13,14172160,719385600000
257,60.31999999999999,1028,"3,4",0.5193518395164487,0.48064816048355136,536.22,14227520,722195700000
258,61.69,1032,"3,6",0.44646339841989297,0.553536601580107,538.32,14282880,725005800000
259,74.71,1036,"2,0",0.6726849081269304,0.3273150918730696,540.41,14338240,727815900000
260,74.68,1040,"8,9",0.4884597195214616,0.5115402804785384,542.49,14393600,730626000000
261,76.03999999999999,1044,"1,8",0.5065005341679485,0.4934994658320515,544.58,14448960,733436100000
262,79.39,1048,"6,7",0.3175201403499571,0.6824798596500429,546.67,14504320,736246200000
263,65.07,1052,"7,8",0.5135733026691384,0.48642669733086163,548.76,14559680,739056300000
264,73.81,1056,"0,5",0.41709628492311895,0.582903715076881,550.85,14615040,741866400000
265,74.72999999999999,1060,"0,4",0.5018203956763484,0.49817960432365166,552.91,14670400,744676500000
266,77.64999999999999,1064,"1,2",0.5559281807977826,0.4440718192022174,554.99,14725760,747486600000
267,64.48,1068,"2,4",0.4045043578724851,0.5954956421275149,557.11,14781120,750296700000
268,73.89,1072,"8,3",0.4355436109321106,0.5644563890678894,559.2,14836480,753106800000
269,72.99,1076,"9,5",0.6159319823284413,0.3840680176715587,561.26,14891840,755916900000
270,70.35,1080,"8,0",0.41687556437860984,0.5831244356213902,563.34,14947200,758727000000
271,78.29,1084,"0,2",0.5113348256863754,0.4886651743136245,565.44,15002560,761537100000
272,68.56,1088,"2,7",0.4602098590181135,0.5397901409818865,567.53,15057920,764347200000
273,66.17,1092,"7,8",0.5338135298393111,0.4661864701606889,569.63,15113280,767157300000
274,76.12,1096,"1,3",0.20962996179531657,0.7903700382046834,571.72,15168640,769967400000
275,73.19,1100,"2,4",0.445991547532516,0.554008452467484,573.78,15224000,772777500000
276,66.19,1104,"8,2",0.4110556059270147,0.5889443940729854,575.87,15279360,775587600000
277,75.82,1108,"5,0",0.487309455294425,0.512690544705575,577.96,15334720,778397700000
278,68.37,1112,"8,5",0.40737499912596137,0.5926250008740387,580.05,15390080,781207800000
279,78.44,1116,"2,6",0.7024738744484551,0.2975261255515449,582.13,15445440,784017900000
280,76.92999999999999,1120,"4,0",0.40600405522081773,0.5939959447791823,584.22,15500800,786828000000
281,70.47,1124,"6,2",0.35188262474443704,0.6481173752555629,586.3,15556160,789638100000
282,70.17999999999999,1128,"5,8",0.4710819963991116,0.5289180036008884,588.39,15611520,792448200000
283,75.2,1132,"7,6",0.4703629738400602,0.5296370261599398,590.47,15666880,795258300000
284,75.78,1136,"3,6",0.5179663803088733,0.4820336196911266,592.54,15722240,798068400000
285,76.74,1140,"4,0",0.49076419986219855,0.5092358001378015,594.63,15777600,800878500000
286,69.58,1144,"7,3",0.3833895551208697,0.6166104448791303,596.74,15832960,803688600000
287,68.78,1148,"8,3",0.3914426535106264,0.6085573464893735,598.84,15888320,806498700000
288,72.14,1152,"2,0",0.5561150855819927,0.4438849144180072,600.94,15943680,809308800000
289,77.38000000000001,1156,"9,0",0.505735081335726,0.49426491866427397,603.02,15999040,812118900000
290,72.67,1160,"7,3",0.4366758945730923,0.5633241054269077,605.1,16054400,814929000000
291,72.28,1164,"8,0",0.4823334397051774,0.5176665602948226,607.19,16109760,817739100000
292,68.96,1168,"0,3",0.48071171824601366,0.5192882817539863,609.29,16165120,820549200000
293,65.68,1172,"3,2",0.45730954046650235,0.5426904595334977,611.38,16220480,823359300000
294,64.07000000000001,1176,"9,8",0.5850991603918668,0.41490083960813323,613.48,16275840,826169400000
295,75.36,1180,"3,1",0.5480217724763513,0.4519782275236487,615.57,16331200,828979500000
296,68.60000000000001,1184,"6,9",0.37205224116205654,0.6279477588379435,617.65,16386560,831789600000
297,71.45,1188,"2,3",0.5152129798285655,0.4847870201714345,619.73,16441920,834599700000
298,69.52000000000001,1192,"0,3",0.5320352248597012,0.46796477514029877,621.84,16497280,837409800000
299,75.38,1196,"7,8",0.5255978336446574,0.4744021663553426,623.91,16552640,840219900000
300,73.34,1200,"1,9",0.6158324016988915,0.38416759830110847,626.01,16608000,843030000000
301,74.52,1204,"6,3",0.5083108975859444,0.49168910241405567,628.09,16663360,845840100000
302,80.10000000000001,1208,"5,7",0.6666528754828649,0.3333471245171351,630.17,16718720,848650200000
303,78.5,1212,"1,3",0.6632333565102607,0.33676664348973934,632.24,16774080,851460300000
304,68.47,1216,"9,5",0.4610390906390673,0.5389609093609328,634.32,16829440,854270400000
305,78.86,1220,"6,2",0.40091200110674746,0.5990879988932525,636.41,16884800,857080500000
306,81.47999999999999,1224,"0,1",0.4812482628972761,0.5187517371027239,638.5,16940160,859890600000
307,81.57,1228,"3,4",0.5705462723516961,0.4294537276483039,640.59,16995520,862700700000
308,77.63,1232,"9,1",0.3954759789248721,0.6045240210751279,642.68,17050880,865510800000
