Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff
273,64.12,1092,"5,1",0.38132611690148477,0.6186738830985152
274,56.07,1096,"8,2",0.33365227803247427,0.6663477219675258
275,54.17999999999999,1100,"3,6",0.31949876933730426,0.6805012306626957
276,56.65,1104,"9,2",0.45161655087737135,0.5483834491226287
277,61.89,1108,"5,3",0.3241244639834507,0.6758755360165494
278,57.49999999999999,1112,"4,5",0.4349167694283139,0.5650832305716861
279,57.11000000000001,1116,"3,0",0.5146977260534752,0.4853022739465248
280,58.34,1120,"2,5",0.5365634605952162,0.4634365394047838
281,52.81,1124,"3,6",0.3847849544257372,0.6152150455742629
282,57.04,1128,"8,4",0.3432749579157769,0.6567250420842231
283,69.92,1132,"7,6",0.31626004672020475,0.6837399532797953
284,67.4,1136,"4,5",0.2387951928917003,0.7612048071082997
285,53.790000000000006,1140,"8,2",0.35622901473207597,0.643770985267924
286,63.190000000000005,1144,"4,3",0.48204647358279357,0.5179535264172065
287,56.36,1148,"6,5",0.4075441501579378,0.5924558498420621
288,67.81,1152,"0,1",0.4456909027556364,0.5543090972443636
289,59.81999999999999,1156,"3,8",0.3752907006149481,0.6247092993850518
290,55.120000000000005,1160,"8,2",0.43518286242177073,0.5648171375782293
291,64.01,1164,"1,0",0.4995465041033733,0.5004534958966267
292,57.230000000000004,1168,"9,3",0.3481970621475648,0.6518029378524351
293,62.46000000000001,1172,"5,2",0.540090542134614,0.459909457865386
294,61.23,1176,"4,6",0.3590765868184432,0.6409234131815568
295,63.82,1180,"9,6",0.2936712903229471,0.7063287096770529
296,63.480000000000004,1184,"4,2",0.419289882017478,0.5807101179825219
297,56.830000000000005,1188,"6,5",0.40994220729556957,0.5900577927044304
298,67.31,1192,"3,0",0.3761907614061042,0.6238092385938958
299,60.260000000000005,1196,"2,3",0.4267086606591271,0.5732913393408728
300,55.81,1200,"8,5",0.3309347286855446,0.6690652713144555
