Round,LoRA_Accuracy,LoRA_Comm,LoRA_Loss,LoRA_SelectedClients,LoRA_TFLOPs,Original_Accuracy,Original_Comm,Original_Loss,Original_SelectedClients,Original_TFLOPs
130,54.83,116,1.3742098593102476,"[9, 0]",0.00123897122615156,51.72,114.0,1.4306882795053548,"[5, 6]",0.0036571387508771
131,58.60999999999999,90,1.3817222981026378,"[1, 5]",0.001165377547449336,52.25,122.0,1.5603659213922274,"[4, 6]",0.0040477069669902
132,51.080000000000005,102,1.6589583251803828,"[7, 3]",0.001208445848115942,43.99,116.0,1.6745972058262688,"[2, 9]",0.0028802336276338
133,54.730000000000004,112,1.459709530059522,"[4, 9]",0.0011290827829383886,50.580000000000005,102.0,1.4291580572676734,"[9, 8]",0.0029411909530864
134,58.089999999999996,116,1.286115718440126,"[1, 0]",0.001227119404267844,65.42,94.0,0.9051845786860956,"[7, 1]",0.003518260064135
135,58.269999999999996,110,1.3276107260784782,"[1, 6]",0.0012040832277256319,56.95,120.0,1.2801203295445671,"[3, 5]",0.003496132642348
136,57.58,106,1.573522918711836,"[3, 7]",0.000760098117775752,59.46,128.0,1.0526977030994793,"[9, 4]",0.0034313894452674
137,49.480000000000004,110,2.0929128918023157,"[3, 7]",0.001062877801402167,56.16,114.0,1.198497159983784,"[0, 4]",0.0014451085532062
138,60.78,120,1.171184730415527,"[8, 6]",0.0015897571691134414,54.77,114.0,1.4558759017493397,"[7, 3]",0.0037141542770601
139,46.46,110,1.8166365478747188,"[8, 7]",0.0012307418969741697,50.470000000000006,136.0,1.6666684135461387,"[6, 3]",0.0036411687126637
140,55.08,104,1.1919741036412053,"[2, 9]",0.0010949804795797767,57.27,120.0,1.4285484641885604,"[4, 5]",0.004365589713089
141,55.47,132,1.2643816331133675,"[0, 8]",0.0012867710419753086,56.76,112.0,1.4470947470527868,"[0, 5]",0.0027204816809135
142,66.64,104,0.9364395087328963,"[7, 1]",0.0013481449235246564,58.27,124.0,1.3200863443624478,"[0, 6]",0.003816144783524
143,58.10999999999999,110,1.1036325595058953,"[6, 5]",0.0012473113465968587,58.13,96.0,1.1407995980006818,"[0, 8]",0.0037141542770601
144,66.44,106,1.0275429131123965,"[2, 1]",0.0014823602403555556,53.510000000000005,130.0,1.219351964065442,"[0, 9]",0.0023521230894217
145,49.85,104,1.5657183227066795,"[9, 5]",0.0012154921795918367,55.02,132.0,1.2396669555395936,"[0, 6]",0.0035557681671641
146,58.87,118,1.2298781228141662,"[7, 3]",0.001290754853250774,53.55,138.0,1.265085992912134,"[9, 4]",0.0036813582128035
147,51.580000000000005,122,1.4399381344691633,"[7, 6]",0.0011162351207496654,51.9,108.0,1.4648360617625449,"[7, 5]",0.003518260064135
148,56.07,126,1.2434001860146324,"[0, 2]",0.0012652923144157815,51.15,104.0,1.3876601086256983,"[0, 8]",0.0036096434424242
149,64.61,120,0.9961050571725011,"[4, 9]",0.0011177314144772117,60.88,124.0,1.0807582880742252,"[6, 1]",0.0039331492226415
150,58.709999999999994,128,1.2821497254478285,"[8, 4]",0.0012426641359165424,57.43000000000001,142.0,1.416802303859601,"[6, 4]",0.0034527024231884
151,64.60000000000001,142,1.0178677416838016,"[6, 0]",0.0013470559534733441,58.47,128.0,1.2206592421752576,"[0, 5]",0.002860472161921
152,66.58,114,0.9157835765958975,"[7, 1]",0.0012701106400609292,55.059999999999995,142.0,1.2122517466164244,"[0, 9]",0.003010208069314
153,62.8,126,1.3067954429231894,"[7, 4]",0.0012426641359165424,60.940000000000005,118.0,1.2846105815693971,"[5, 1]",0.0029002700354782
154,56.089999999999996,128,1.49858017356251,"[7, 8]",0.0012778967589272031,47.22,146.0,1.5770557774141574,"[9, 0]",0.0046713032784313
155,56.489999999999995,114,1.3604840359177452,"[5, 7]",0.0012759412933435348,58.040000000000006,98.0,1.2164740696692238,"[8, 1]",0.003518260064135
156,69.69999999999999,118,0.8725204221642436,"[9, 1]",0.0012897565896365043,42.8,122.0,1.994276305737968,"[9, 8]",0.0027072325818181
157,60.58,134,1.1828519118289216,"[4, 3]",0.0016159450294573644,50.12,144.0,1.4355834267390803,"[0, 3]",0.0025975938791277
158,64.95,136,0.9685797568517752,"[6, 7]",0.0012307418969741697,49.059999999999995,156.0,1.7434673130321807,"[9, 6]",0.0025855120471317
159,53.5,120,1.4859989614913258,"[5, 7]",0.0009332150365976496,58.41,128.0,1.2080208930535057,"[4, 1]",0.0034313894452674
160,58.440000000000005,126,1.2762204281057412,"[2, 7]",0.0012867710419753086,65.06,114.0,1.0120373922415054,"[1, 2]",0.0027383501977011
161,55.92,114,1.2982335465784651,"[5, 1]",0.0015412710447319778,57.69,118.0,1.3702993567187949,"[1, 2]",0.0033690005462626
162,63.339999999999996,138,1.2140383323351034,"[4, 3]",0.001197168176884422,61.89,120.0,1.1574038699412117,"[8, 3]",0.0029053227707317
163,55.11000000000001,120,1.1919455111217194,"[9, 2]",0.0012343858404145077,58.78,126.0,1.2844173311235043,"[3, 7]",0.0032892608883629
164,64.69,140,0.9967901940448597,"[8, 4]",0.0012235181734409392,59.209999999999994,154.0,1.1049387548297358,"[9, 4]",0.003518260064135
165,59.85,122,1.0555243146495696,"[1, 2]",0.0011937403510379385,57.63,156.0,1.3910997968893082,"[6, 3]",0.0035482027029787
166,61.7,146,1.0251913715284853,"[0, 8]",0.001227119404267844,60.34,122.0,1.190488551942685,"[0, 8]",0.0047376570181818
167,50.580000000000005,136,1.3796603940546321,"[9, 8]",0.0011937403510379385,50.09,102.0,1.489789405950723,"[8, 7]",0.0028217517265651
168,47.96,146,1.5482723566289909,"[7, 8]",0.0012662530526955202,63.92,144.0,1.1757067731394173,"[1, 3]",0.0029832831313059
169,58.84,148,1.2941122081713936,"[7, 4]",0.0010892588310907904,66.69,138.0,1.0420549685200944,"[2, 6]",0.0037559803387387
170,53.74,140,1.288922223420189,"[2, 0]",0.0011727533547116738,62.73,120.0,1.1278372171778268,"[7, 1]",0.0034313894452674
171,62.17,128,1.0580547837594065,"[6, 5]",0.00130285568,57.830000000000005,166.0,1.3042285200505972,"[3, 9]",0.0030825420894639
172,62.82,150,1.292140758837374,"[4, 6]",0.0011945954659025788,61.86000000000001,128.0,1.216504329500107,"[1, 2]",0.002860472161921
173,64.52,146,0.9705274183148394,"[0, 9]",0.001126033268332208,64.3,138.0,1.074562273657741,"[6, 7]",0.0027383501977011
174,67.36,152,0.917099836440132,"[0, 3]",0.0012672152510638298,62.27,158.0,1.2254154054691997,"[6, 4]",0.0039055158557377
175,69.61,140,0.8834040117339966,"[6, 1]",0.0012672152510638298,58.74,170.0,1.3756032172864237,"[9, 3]",0.0039424474477541
176,66.41,162,1.0125675939332943,"[0, 6]",0.0012316508644017725,72.25,128.0,0.9156382124835308,"[8, 0]",0.0042760391548717
177,59.31999999999999,148,1.3493341413168862,"[7, 3]",0.0012426641359165424,54.63,140.0,1.4233170543996672,"[8, 6]",0.002860472161921
178,62.43,144,1.1698738091860335,"[1, 4]",0.0012548196165537999,58.709999999999994,120.0,1.1844234366576891,"[2, 7]",0.0027249269124183
179,65.41,150,1.0153156526553364,"[0, 2]",0.0010899707649673202,37.74,152.0,1.836938842226522,"[9, 2]",0.003496132642348
180,63.22,166,1.182948397752195,"[7, 0]",0.0012947634086956522,62.4,154.0,1.0839832790743429,"[0, 4]",0.0045193909766937
181,61.050000000000004,158,1.195541390024435,"[1, 0]",0.001227119404267844,66.91,148.0,0.9954378546807712,"[6, 7]",0.0028653870625429
182,56.58,146,1.5540271210975158,"[4, 2]",0.001182734234326241,50.42,152.0,1.5110497446105884,"[7, 6]",0.0035557681671641
183,48.02,148,1.9579489160650454,"[7, 2]",0.0011501070830344828,63.690000000000005,122.0,0.99129924768457,"[5, 8]",0.0037141542770601
184,61.45,142,1.2843943456300912,"[3, 9]",0.00123897122615156,72.07000000000001,156.0,0.8259031434599965,"[3, 1]",0.0027204816809135
185,71.31,152,0.9909593881890416,"[3, 8]",0.0005190336976034858,63.67,136.0,1.053170173217694,"[4, 8]",0.0045316719304347
186,59.79,162,1.2242515362299289,"[0, 9]",0.00130285568,59.11,148.0,1.2694534050961273,"[8, 3]",0.0029939950994614
187,65.08,154,1.095057789033975,"[7, 9]",0.00123897122615156,58.52,148.0,1.3219657170886812,"[5, 4]",0.0046323757511111
188,59.35,128,1.0897691463129209,"[5, 2]",0.0012128401966545455,53.190000000000005,152.0,1.475970727567094,"[3, 8]",0.0032256388208897
189,73.50999999999999,164,0.7558522117785371,"[1, 0]",0.0011469431020632737,61.62,174.0,1.3485373749900549,"[6, 4]",0.0035786593785407
190,58.77,170,1.1901488804017393,"[9, 0]",0.001062877801402167,58.709999999999994,178.0,1.505065088835768,"[4, 6]",0.0031584380121212
191,61.51,176,1.0861998436549982,"[0, 3]",0.001420490008858603,53.559999999999995,160.0,1.173258931206438,"[5, 9]",0.0034815350112734
192,65.72,162,1.0703712735122766,"[6, 4]",0.001198028211494253,66.82000000000001,164.0,0.967812084732726,"[3, 1]",0.0036813582128035
193,67.17999999999999,184,0.9999640363093001,"[0, 7]",0.001186099054338549,64.74,178.0,0.9807506556899402,"[4, 9]",0.0036491362590809
194,63.82,156,1.209134912909791,"[4, 1]",0.001227119404267844,63.32,168.0,1.1739998657863362,"[3, 1]",0.0034033781028571
195,63.029999999999994,150,1.1455663099837379,"[8, 2]",0.000907814518454001,57.48,192.0,1.502127123336061,"[3, 6]",0.002816985254054
