Experiment,Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff,Avg T-FLOPs
"Exp_B: grc=True, freeze=False",88,21.12,352,"1,0",0.7625642627171154,0.23743573728288453,3578880.0
"Exp_B: grc=True, freeze=False",89,21.12,356,"1,0",0.7395016483586853,0.2604983516413148,3578880.0
"Exp_B: grc=True, freeze=False",90,21.12,360,"1,0",0.770805871691266,0.22919412830873404,3578880.0
"Exp_B: grc=True, freeze=False",91,21.12,364,"1,0",0.7410838616644813,0.25891613833551874,3578880.0
"Exp_B: grc=True, freeze=False",92,21.12,368,"1,0",0.7312327633202456,0.2687672366797544,3578880.0
"Exp_B: grc=True, freeze=False",93,21.12,372,"1,0",0.7525955142546277,0.24740448574537233,3578880.0
"Exp_B: grc=True, freeze=False",94,21.12,376,"1,0",0.758769777217389,0.24123022278261097,3578880.0
"Exp_B: grc=True, freeze=False",95,21.12,380,"1,0",0.7420085232131145,0.25799147678688555,3578880.0
"Exp_B: grc=True, freeze=False",96,21.12,384,"1,0",0.755446149529173,0.244553850470827,3578880.0
"Exp_B: grc=True, freeze=False",97,21.12,388,"1,0",0.7522582384058999,0.24774176159410005,3578880.0
"Exp_B: grc=True, freeze=False",98,21.12,392,"1,0",0.7528538822968289,0.24714611770317105,3578880.0
"Exp_B: grc=True, freeze=False",99,21.12,396,"1,0",0.7470367757337666,0.25296322426623347,3578880.0
"Exp_B: grc=True, freeze=False",100,21.12,400,"1,0",0.7608064465209017,0.2391935534790983,3578880.0
"Exp_B: grc=True, freeze=False",101,21.12,404,"1,0",0.7455477689882029,0.25445223101179715,3578880.0
"Exp_B: grc=True, freeze=False",102,21.12,408,"1,0",0.7448090620398046,0.2551909379601954,3578880.0
"Exp_B: grc=True, freeze=False",103,21.12,412,"1,0",0.7466716429092365,0.25332835709076346,3578880.0
"Exp_B: grc=True, freeze=False",104,21.12,416,"1,0",0.749237331724568,0.25076266827543203,3578880.0
"Exp_B: grc=True, freeze=False",105,21.12,420,"1,0",0.7518820024242117,0.24811799757578834,3578880.0
"Exp_B: grc=True, freeze=False",106,21.12,424,"1,0",0.7645228141510005,0.23547718584899946,3578880.0
"Exp_B: grc=True, freeze=False",107,21.12,428,"1,0",0.7623604931036884,0.2376395068963117,3578880.0
"Exp_B: grc=True, freeze=False",108,21.12,432,"1,0",0.7388456775230353,0.2611543224769647,3578880.0
"Exp_B: grc=True, freeze=False",109,21.12,436,"1,0",0.7450771714301452,0.2549228285698549,3578880.0
"Exp_B: grc=True, freeze=False",110,21.12,440,"1,0",0.742982289031943,0.257017710968057,3578880.0
"Exp_B: grc=True, freeze=False",111,21.12,444,"1,0",0.7466741421617383,0.25332585783826167,3578880.0
"Exp_B: grc=True, freeze=False",112,21.12,448,"1,0",0.7638135220975074,0.23618647790249256,3578880.0
"Exp_B: grc=True, freeze=False",113,21.12,452,"1,0",0.7469492461188422,0.2530507538811578,3578880.0
"Exp_B: grc=True, freeze=False",114,21.12,456,"1,0",0.7459540940367927,0.2540459059632073,3578880.0
"Exp_B: grc=True, freeze=False",115,21.12,460,"1,0",0.7385400982705023,0.2614599017294977,3578880.0
"Exp_B: grc=True, freeze=False",116,21.12,464,"1,0",0.7531126545540945,0.24688734544590552,3578880.0
"Exp_B: grc=True, freeze=False",117,21.12,468,"1,0",0.7688717379896713,0.2311282620103287,3578880.0
"Exp_B: grc=True, freeze=False",118,21.12,472,"1,0",0.7473418934042929,0.2526581065957071,3578880.0
"Exp_B: grc=True, freeze=False",119,21.12,476,"1,0",0.76207670525991,0.23792329474009,3578880.0
"Exp_B: grc=True, freeze=False",120,21.12,480,"1,0",0.7460906026727822,0.25390939732721785,3578880.0
"Exp_B: grc=True, freeze=False",121,21.12,484,"1,0",0.7398300206987702,0.26016997930122976,3578880.0
"Exp_B: grc=True, freeze=False",122,21.12,488,"1,0",0.749027510399748,0.25097248960025204,3578880.0
"Exp_B: grc=True, freeze=False",123,21.12,492,"1,0",0.7495536485736493,0.2504463514263508,3578880.0
"Exp_B: grc=True, freeze=False",124,21.12,496,"1,0",0.7577227592266206,0.24227724077337945,3578880.0
"Exp_B: grc=True, freeze=False",125,21.12,500,"1,0",0.7387880831203799,0.2612119168796201,3578880.0
"Exp_B: grc=True, freeze=False",126,21.12,504,"1,0",0.7363324742676677,0.2636675257323323,3578880.0
"Exp_B: grc=True, freeze=False",127,21.12,508,"1,0",0.761596783854485,0.23840321614551502,3578880.0
"Exp_B: grc=True, freeze=False",128,21.12,512,"1,0",0.7425219229580833,0.2574780770419167,3578880.0
"Exp_B: grc=True, freeze=False",129,21.12,516,"1,0",0.7539430838540427,0.2460569161459573,3578880.0
"Exp_B: grc=True, freeze=False",130,21.12,520,"1,0",0.7562590625629249,0.24374093743707517,3578880.0
"Exp_B: grc=True, freeze=False",131,21.12,524,"1,0",0.7431356402201672,0.2568643597798328,3578880.0
"Exp_B: grc=True, freeze=False",132,21.12,528,"1,0",0.7393260442821104,0.2606739557178896,3578880.0
"Exp_B: grc=True, freeze=False",133,21.12,532,"1,0",0.7479819289712388,0.25201807102876117,3578880.0
"Exp_B: grc=True, freeze=False",134,21.12,536,"1,0",0.7377134000180076,0.2622865999819925,3578880.0
"Exp_B: grc=True, freeze=False",135,21.12,540,"1,0",0.7407007113092391,0.2592992886907609,3578880.0
"Exp_B: grc=True, freeze=False",136,21.12,544,"1,0",0.7227266715270584,0.2772733284729416,3578880.0
"Exp_B: grc=True, freeze=False",137,21.12,548,"1,0",0.7471742100664516,0.25282578993354843,3578880.0
"Exp_B: grc=True, freeze=False",138,21.12,552,"1,0",0.7539861507701741,0.24601384922982591,3578880.0
"Exp_B: grc=True, freeze=False",139,21.12,556,"1,0",0.7547486678640679,0.24525133213593206,3578880.0
"Exp_B: grc=True, freeze=False",140,21.12,560,"1,0",0.7403198207829623,0.2596801792170377,3578880.0
"Exp_B: grc=True, freeze=False",141,21.12,564,"1,0",0.7421112442174173,0.25788875578258275,3578880.0
"Exp_B: grc=True, freeze=False",142,21.12,568,"1,0",0.7741908008557489,0.22580919914425118,3578880.0
"Exp_B: grc=True, freeze=False",143,21.12,572,"1,0",0.7560917677675393,0.24390823223246075,3578880.0
"Exp_B: grc=True, freeze=False",144,21.12,576,"1,0",0.7590932790103124,0.24090672098968754,3578880.0
"Exp_B: grc=True, freeze=False",145,21.12,580,"1,0",0.746570766169832,0.253429233830168,3578880.0
"Exp_B: grc=True, freeze=False",146,21.12,584,"1,0",0.7494907826937871,0.2505092173062129,3578880.0
"Exp_B: grc=True, freeze=False",147,21.12,588,"1,0",0.755578133964467,0.24442186603553293,3578880.0
"Exp_B: grc=True, freeze=False",148,21.12,592,"1,0",0.7626886343284351,0.2373113656715648,3578880.0
"Exp_B: grc=True, freeze=False",149,21.12,596,"1,0",0.7522606839672914,0.24773931603270863,3578880.0
"Exp_B: grc=True, freeze=False",150,21.12,600,"1,0",0.7460327453048846,0.25396725469511544,3578880.0
"Exp_B: grc=True, freeze=False",151,21.12,604,"1,0",0.7584974838949319,0.2415025161050681,3578880.0
"Exp_B: grc=True, freeze=False",152,21.12,608,"1,0",0.7504590058297314,0.2495409941702687,3578880.0
"Exp_B: grc=True, freeze=False",153,21.12,612,"1,0",0.7438306409183358,0.2561693590816642,3578880.0
"Exp_B: grc=True, freeze=False",154,21.12,616,"1,0",0.7651067409035238,0.23489325909647618,3578880.0
"Exp_B: grc=True, freeze=False",155,21.12,620,"1,0",0.7666097275090427,0.23339027249095734,3578880.0
"Exp_B: grc=True, freeze=False",156,21.12,624,"1,0",0.7552234834125426,0.2447765165874574,3578880.0
"Exp_B: grc=True, freeze=False",157,21.12,628,"1,0",0.7505689644756698,0.2494310355243302,3578880.0
"Exp_B: grc=True, freeze=False",158,21.12,632,"1,0",0.7288084083492293,0.2711915916507707,3578880.0
"Exp_B: grc=True, freeze=False",159,21.12,636,"1,0",0.7498194222487315,0.25018057775126845,3578880.0
"Exp_B: grc=True, freeze=False",160,21.12,640,"1,0",0.7508415476396821,0.24915845236031783,3578880.0
"Exp_B: grc=True, freeze=False",161,21.12,644,"1,0",0.7618887340246876,0.2381112659753124,3578880.0
"Exp_B: grc=True, freeze=False",162,21.12,648,"1,0",0.7269955510606939,0.27300444893930603,3578880.0
"Exp_B: grc=True, freeze=False",163,21.12,652,"1,0",0.7457890350795595,0.25421096492044054,3578880.0
"Exp_B: grc=True, freeze=False",164,21.12,656,"1,0",0.7635853624213673,0.23641463757863262,3578880.0
"Exp_B: grc=True, freeze=False",165,21.12,660,"1,0",0.7508087960884999,0.2491912039115001,3578880.0
"Exp_B: grc=True, freeze=False",166,21.12,664,"1,0",0.7573301511242643,0.24266984887573567,3578880.0
"Exp_B: grc=True, freeze=False",167,21.12,668,"1,0",0.7424708136397984,0.25752918636020167,3578880.0
"Exp_B: grc=True, freeze=False",168,21.12,672,"1,0",0.7353415827058626,0.26465841729413747,3578880.0
"Exp_B: grc=True, freeze=False",169,21.12,676,"1,0",0.7625446669211459,0.23745533307885414,3578880.0
"Exp_B: grc=True, freeze=False",170,21.12,680,"1,0",0.7557105758546188,0.2442894241453812,3578880.0
"Exp_B: grc=True, freeze=False",171,21.12,684,"1,0",0.7214608185145753,0.2785391814854247,3578880.0
"Exp_B: grc=True, freeze=False",172,21.12,688,"1,0",0.7511391111067504,0.24886088889324962,3578880.0
"Exp_B: grc=True, freeze=False",173,21.12,692,"1,0",0.7540383194224567,0.24596168057754328,3578880.0
"Exp_B: grc=True, freeze=False",174,21.12,696,"1,0",0.7386687365724901,0.2613312634275099,3578880.0
"Exp_B: grc=True, freeze=False",175,21.12,700,"1,0",0.7538241277729247,0.2461758722270752,3578880.0
"Exp_B: grc=True, freeze=False",176,21.12,704,"1,0",0.7306928872205793,0.26930711277942065,3578880.0
"Exp_B: grc=True, freeze=False",177,21.12,708,"1,0",0.7530394046620048,0.24696059533799516,3578880.0
"Exp_B: grc=True, freeze=False",178,21.12,712,"1,0",0.7524480125638157,0.24755198743618428,3578880.0
"Exp_B: grc=True, freeze=False",179,21.12,716,"1,0",0.7452298791416196,0.2547701208583804,3578880.0
"Exp_B: grc=True, freeze=False",180,21.12,720,"1,0",0.7628540539554759,0.23714594604452408,3578880.0
"Exp_B: grc=True, freeze=False",181,21.12,724,"1,0",0.7549715423541248,0.24502845764587522,3578880.0
"Exp_B: grc=True, freeze=False",182,21.12,728,"1,0",0.7547808391626014,0.2452191608373986,3578880.0
"Exp_B: grc=True, freeze=False",183,21.12,732,"1,0",0.7626665729034525,0.2373334270965475,3578880.0
"Exp_B: grc=True, freeze=False",184,21.12,736,"1,0",0.7358738301521955,0.2641261698478045,3578880.0
"Exp_B: grc=True, freeze=False",185,21.12,740,"1,0",0.7683958927109888,0.23160410728901118,3578880.0
"Exp_B: grc=True, freeze=False",186,21.12,744,"1,0",0.7628243130511001,0.2371756869488999,3578880.0
"Exp_B: grc=True, freeze=False",187,21.12,748,"1,0",0.7326183808029418,0.2673816191970581,3578880.0
"Exp_B: grc=True, freeze=False",188,21.12,752,"1,0",0.7314924706296906,0.2685075293703095,3578880.0
"Exp_B: grc=True, freeze=False",189,21.12,756,"1,0",0.7629804301655961,0.2370195698344039,3578880.0
"Exp_B: grc=True, freeze=False",190,21.12,760,"1,0",0.7461782333884045,0.25382176661159545,3578880.0
"Exp_B: grc=True, freeze=False",191,21.12,764,"1,0",0.7435464818703497,0.2564535181296504,3578880.0
"Exp_B: grc=True, freeze=False",192,21.12,768,"1,0",0.7450841231774474,0.25491587682255257,3578880.0
"Exp_B: grc=True, freeze=False",193,21.12,772,"1,0",0.7241030209740441,0.2758969790259559,3578880.0
"Exp_B: grc=True, freeze=False",194,21.12,776,"1,0",0.7417525940522787,0.2582474059477214,3578880.0
"Exp_B: grc=True, freeze=False",195,21.12,780,"1,0",0.744020639205464,0.25597936079453604,3578880.0
"Exp_B: grc=True, freeze=False",196,21.12,784,"1,0",0.7363706393030315,0.2636293606969686,3578880.0
"Exp_B: grc=True, freeze=False",197,21.12,788,"1,0",0.7493228878709232,0.2506771121290768,3578880.0
"Exp_B: grc=True, freeze=False",198,21.12,792,"1,0",0.7346661507569355,0.2653338492430644,3578880.0
"Exp_B: grc=True, freeze=False",199,21.12,796,"1,0",0.7554608315632292,0.24453916843677084,3578880.0
"Exp_B: grc=True, freeze=False",200,21.12,800,"1,0",0.753263368974403,0.24673663102559695,3578880.0
"Exp_C: grc=True, freeze=True",1,12.91,4,"0,3",0.5706241036468325,0.4293758963531675,2776064.0
"Exp_C: grc=True, freeze=True",2,19.11,8,"0,3",0.7125742018418127,0.2874257981581872,2776064.0
"Exp_C: grc=True, freeze=True",3,19.31,12,"0,3",0.7949156450173317,0.20508435498266825,2776064.0
"Exp_C: grc=True, freeze=True",4,19.21,16,"0,3",0.8157346573352718,0.1842653426647281,2776064.0
"Exp_C: grc=True, freeze=True",5,19.15,20,"0,3",0.8086374467037374,0.1913625532962626,2776064.0
"Exp_C: grc=True, freeze=True",6,19.12,24,"0,3",0.8339288377193615,0.1660711622806385,2776064.0
"Exp_C: grc=True, freeze=True",7,18.13,28,"0,3",0.8302486316668766,0.1697513683331234,2776064.0
"Exp_C: grc=True, freeze=True",8,17.330000000000002,32,"3,0",0.8540324529740333,0.1459675470259667,2776064.0
"Exp_C: grc=True, freeze=True",9,13.020000000000001,36,"0,3",0.8630494891064104,0.1369505108935895,2776064.0
"Exp_C: grc=True, freeze=True",10,10.91,40,"3,0",0.8751645993603125,0.1248354006396875,2776064.0
"Exp_C: grc=True, freeze=True",11,9.8,44,"0,3",0.8902118332442385,0.10978816675576152,2776064.0
"Exp_C: grc=True, freeze=True",12,11.24,48,"3,0",0.9003325619661684,0.09966743803383164,2776064.0
"Exp_C: grc=True, freeze=True",13,14.85,52,"0,3",0.8976964711143891,0.10230352888561085,2776064.0
"Exp_C: grc=True, freeze=True",14,19.27,56,"3,0",0.8826977529741479,0.11730224702585211,2776064.0
"Exp_C: grc=True, freeze=True",15,19.48,60,"0,3",0.8574187605942862,0.14258123940571377,2776064.0
"Exp_C: grc=True, freeze=True",16,19.53,64,"0,3",0.8313532258770769,0.16864677412292306,2776064.0
"Exp_C: grc=True, freeze=True",17,19.53,68,"0,3",0.8327588360959189,0.16724116390408106,2776064.0
"Exp_C: grc=True, freeze=True",18,19.55,72,"0,3",0.8372913343205275,0.16270866567947248,2776064.0
"Exp_C: grc=True, freeze=True",19,19.57,76,"0,3",0.8365128573329691,0.16348714266703085,2776064.0
"Exp_C: grc=True, freeze=True",20,19.6,80,"0,3",0.8388629680132521,0.16113703198674784,2776064.0
"Exp_C: grc=True, freeze=True",21,19.61,84,"0,3",0.8336272924619256,0.16637270753807445,2776064.0
"Exp_C: grc=True, freeze=True",22,19.62,88,"0,3",0.8363719527846395,0.16362804721536048,2776064.0
"Exp_C: grc=True, freeze=True",23,19.63,92,"0,3",0.8405645809290838,0.1594354190709162,2776064.0
"Exp_C: grc=True, freeze=True",24,19.63,96,"0,3",0.8376998293341643,0.16230017066583566,2776064.0
"Exp_C: grc=True, freeze=True",25,19.650000000000002,100,"0,3",0.8367750343573183,0.1632249656426818,2776064.0
"Exp_C: grc=True, freeze=True",26,19.66,104,"0,3",0.8379520065434231,0.16204799345657694,2776064.0
"Exp_C: grc=True, freeze=True",27,19.650000000000002,108,"0,3",0.8384676633527403,0.16153233664725972,2776064.0
"Exp_C: grc=True, freeze=True",28,19.67,112,"3,0",0.8419543886472586,0.1580456113527414,2776064.0
"Exp_C: grc=True, freeze=True",29,19.7,116,"0,3",0.8387708952998486,0.1612291047001514,2776064.0
"Exp_C: grc=True, freeze=True",30,19.68,120,"0,3",0.8364701529306876,0.1635298470693124,2776064.0
"Exp_C: grc=True, freeze=True",31,19.71,124,"0,3",0.8387069995541342,0.16129300044586586,2776064.0
"Exp_C: grc=True, freeze=True",32,19.71,128,"0,3",0.837392632487492,0.16260736751250807,2776064.0
"Exp_C: grc=True, freeze=True",33,19.72,132,"0,3",0.8353921511362353,0.16460784886376467,2776064.0
"Exp_C: grc=True, freeze=True",34,19.75,136,"0,3",0.840257063386425,0.15974293661357497,2776064.0
"Exp_C: grc=True, freeze=True",35,19.73,140,"0,3",0.841566217694349,0.15843378230565097,2776064.0
"Exp_C: grc=True, freeze=True",36,19.74,144,"0,3",0.8389587681469601,0.16104123185303992,2776064.0
"Exp_C: grc=True, freeze=True",37,19.71,148,"0,3",0.8363908266189232,0.1636091733810769,2776064.0
"Exp_C: grc=True, freeze=True",38,19.74,152,"0,3",0.8448642699420827,0.15513573005791725,2776064.0
"Exp_C: grc=True, freeze=True",39,19.75,156,"3,0",0.8373042494566013,0.16269575054339863,2776064.0
"Exp_C: grc=True, freeze=True",40,19.74,160,"0,3",0.8365079200095256,0.1634920799904744,2776064.0
"Exp_C: grc=True, freeze=True",41,19.74,164,"0,3",0.8372038376946825,0.1627961623053175,2776064.0
"Exp_C: grc=True, freeze=True",42,19.73,168,"0,3",0.8370819040403716,0.1629180959596283,2776064.0
"Exp_C: grc=True, freeze=True",43,19.73,172,"0,3",0.8382174687590733,0.16178253124092662,2776064.0
"Exp_C: grc=True, freeze=True",44,19.73,176,"0,3",0.8400266806378912,0.15997331936210885,2776064.0
"Exp_C: grc=True, freeze=True",45,19.74,180,"0,3",0.8383507488302528,0.16164925116974713,2776064.0
"Exp_C: grc=True, freeze=True",46,19.72,184,"0,3",0.8378366904930854,0.1621633095069146,2776064.0
"Exp_C: grc=True, freeze=True",47,19.73,188,"3,0",0.8394990588918574,0.16050094110814267,2776064.0
"Exp_C: grc=True, freeze=True",48,19.74,192,"0,3",0.8387763134277061,0.16122368657229386,2776064.0
"Exp_C: grc=True, freeze=True",49,19.74,196,"3,0",0.8406687760383331,0.15933122396166693,2776064.0
"Exp_C: grc=True, freeze=True",50,19.75,200,"0,3",0.8418322759668546,0.15816772403314544,2776064.0
"Exp_C: grc=True, freeze=True",51,19.75,204,"0,3",0.8366791869988784,0.16332081300112156,2776064.0
"Exp_C: grc=True, freeze=True",52,19.75,208,"0,3",0.8369604161218751,0.16303958387812492,2776064.0
"Exp_C: grc=True, freeze=True",53,19.75,212,"0,3",0.8370144262699755,0.1629855737300246,2776064.0
"Exp_C: grc=True, freeze=True",54,19.75,216,"0,3",0.8430835660680434,0.15691643393195664,2776064.0
"Exp_C: grc=True, freeze=True",55,19.75,220,"0,3",0.8348392041803187,0.16516079581968135,2776064.0
"Exp_C: grc=True, freeze=True",56,19.759999999999998,224,"0,3",0.836560537544603,0.163439462455397,2776064.0
"Exp_C: grc=True, freeze=True",57,19.759999999999998,228,"0,3",0.838590624490752,0.1614093755092481,2776064.0
"Exp_C: grc=True, freeze=True",58,19.759999999999998,232,"0,3",0.8372489411178694,0.16275105888213054,2776064.0
"Exp_C: grc=True, freeze=True",59,19.74,236,"0,3",0.843513801296441,0.15648619870355898,2776064.0
"Exp_C: grc=True, freeze=True",60,19.759999999999998,240,"0,3",0.8450233254819017,0.1549766745180983,2776064.0
"Exp_C: grc=True, freeze=True",61,19.759999999999998,244,"0,3",0.8427485476434585,0.15725145235654145,2776064.0
"Exp_C: grc=True, freeze=True",62,19.759999999999998,248,"0,3",0.8490098691103437,0.1509901308896563,2776064.0
"Exp_C: grc=True, freeze=True",63,19.759999999999998,252,"0,3",0.838825163621818,0.16117483637818197,2776064.0
"Exp_C: grc=True, freeze=True",64,19.759999999999998,256,"0,3",0.8396542357173479,0.1603457642826521,2776064.0
"Exp_C: grc=True, freeze=True",65,19.75,260,"0,3",0.8374596468121587,0.16254035318784135,2776064.0
"Exp_C: grc=True, freeze=True",66,19.759999999999998,264,"0,3",0.8390120194081057,0.16098798059189431,2776064.0
"Exp_C: grc=True, freeze=True",67,19.77,268,"0,3",0.8377322196871358,0.16226778031286415,2776064.0
"Exp_C: grc=True, freeze=True",68,19.759999999999998,272,"3,0",0.8430253601369818,0.15697463986301816,2776064.0
"Exp_C: grc=True, freeze=True",69,19.759999999999998,276,"0,3",0.8388597507549974,0.1611402492450026,2776064.0
"Exp_C: grc=True, freeze=True",70,19.75,280,"0,3",0.8420316940679948,0.1579683059320052,2776064.0
"Exp_C: grc=True, freeze=True",71,19.75,284,"0,3",0.8390032261838506,0.16099677381614935,2776064.0
"Exp_C: grc=True, freeze=True",72,19.759999999999998,288,"0,3",0.8413229763808685,0.15867702361913147,2776064.0
"Exp_C: grc=True, freeze=True",73,19.759999999999998,292,"0,3",0.8351770514711107,0.1648229485288894,2776064.0
"Exp_C: grc=True, freeze=True",74,19.759999999999998,296,"0,3",0.8380335842764804,0.1619664157235196,2776064.0
"Exp_C: grc=True, freeze=True",75,19.759999999999998,300,"0,3",0.8386560617264792,0.16134393827352078,2776064.0
"Exp_C: grc=True, freeze=True",76,19.759999999999998,304,"3,0",0.8397176455255665,0.16028235447443348,2776064.0
"Exp_C: grc=True, freeze=True",77,19.75,308,"3,0",0.8419016752153745,0.15809832478462552,2776064.0
"Exp_C: grc=True, freeze=True",78,19.74,312,"0,3",0.8378476760901701,0.1621523239098299,2776064.0
"Exp_C: grc=True, freeze=True",79,19.759999999999998,316,"0,3",0.847188869801214,0.15281113019878598,2776064.0
"Exp_C: grc=True, freeze=True",80,19.759999999999998,320,"3,0",0.8416851272150823,0.1583148727849177,2776064.0
"Exp_C: grc=True, freeze=True",81,19.759999999999998,324,"0,3",0.8413135460119567,0.1586864539880433,2776064.0
"Exp_C: grc=True, freeze=True",82,19.759999999999998,328,"3,0",0.8382221845863835,0.1617778154136164,2776064.0
"Exp_C: grc=True, freeze=True",83,19.759999999999998,332,"3,0",0.843480862265373,0.156519137734627,2776064.0
"Exp_C: grc=True, freeze=True",84,19.759999999999998,336,"0,3",0.8355847559446098,0.16441524405539026,2776064.0
"Exp_C: grc=True, freeze=True",85,19.759999999999998,340,"0,3",0.8398535368595843,0.1601464631404157,2776064.0
"Exp_C: grc=True, freeze=True",86,19.759999999999998,344,"0,3",0.8381696353955731,0.16183036460442693,2776064.0
"Exp_C: grc=True, freeze=True",87,19.759999999999998,348,"0,3",0.8379631294166413,0.16203687058335864,2776064.0
"Exp_C: grc=True, freeze=True",88,19.759999999999998,352,"0,3",0.838388678928686,0.16161132107131404,2776064.0
"Exp_C: grc=True, freeze=True",89,19.75,356,"0,3",0.8385112026336464,0.16148879736635358,2776064.0
"Exp_C: grc=True, freeze=True",90,19.759999999999998,360,"0,3",0.841711242429945,0.15828875757005498,2776064.0
"Exp_C: grc=True, freeze=True",91,19.759999999999998,364,"3,0",0.8379992182807607,0.16200078171923926,2776064.0
"Exp_C: grc=True, freeze=True",92,19.74,368,"3,0",0.8402612018504695,0.1597387981495305,2776064.0
"Exp_C: grc=True, freeze=True",93,19.75,372,"3,0",0.843983485128803,0.15601651487119705,2776064.0
"Exp_C: grc=True, freeze=True",94,19.75,376,"3,0",0.8395972586025996,0.16040274139740043,2776064.0
"Exp_C: grc=True, freeze=True",95,19.759999999999998,380,"0,3",0.8426701535030736,0.15732984649692636,2776064.0
"Exp_C: grc=True, freeze=True",96,19.759999999999998,384,"0,3",0.8372669518130283,0.1627330481869717,2776064.0
"Exp_C: grc=True, freeze=True",97,19.759999999999998,388,"0,3",0.8360734319581307,0.1639265680418693,2776064.0
"Exp_C: grc=True, freeze=True",98,19.75,392,"0,3",0.8384512712756325,0.1615487287243675,2776064.0
"Exp_C: grc=True, freeze=True",99,19.75,396,"0,3",0.8389325474976311,0.16106745250236887,2776064.0
"Exp_C: grc=True, freeze=True",100,19.77,400,"0,3",0.8389372021584575,0.16106279784154254,2776064.0
"Exp_C: grc=True, freeze=True",101,19.759999999999998,404,"0,3",0.8424127490865838,0.15758725091341616,2776064.0
"Exp_C: grc=True, freeze=True",102,19.759999999999998,408,"0,3",0.8382292632577804,0.16177073674221967,2776064.0
"Exp_C: grc=True, freeze=True",103,19.75,412,"0,3",0.8405489597373903,0.15945104026260964,2776064.0
"Exp_C: grc=True, freeze=True",104,19.77,416,"0,3",0.8401304806103561,0.15986951938964386,2776064.0
"Exp_C: grc=True, freeze=True",105,19.75,420,"0,3",0.836158189993301,0.16384181000669892,2776064.0
"Exp_C: grc=True, freeze=True",106,19.74,424,"0,3",0.8359332437174571,0.1640667562825428,2776064.0
"Exp_C: grc=True, freeze=True",107,19.74,428,"3,0",0.836558168553183,0.16344183144681698,2776064.0
"Exp_C: grc=True, freeze=True",108,19.75,432,"0,3",0.8381522611724692,0.16184773882753076,2776064.0
"Exp_C: grc=True, freeze=True",109,19.75,436,"0,3",0.8405361628667858,0.15946383713321421,2776064.0
"Exp_C: grc=True, freeze=True",110,19.74,440,"0,3",0.8366764263506414,0.1633235736493586,2776064.0
"Exp_C: grc=True, freeze=True",111,19.75,444,"0,3",0.8378015129945704,0.16219848700542958,2776064.0
"Exp_C: grc=True, freeze=True",112,19.75,448,"0,3",0.8363476125260664,0.1636523874739336,2776064.0
"Exp_C: grc=True, freeze=True",113,19.75,452,"0,3",0.8403867666955603,0.15961323330443963,2776064.0
"Exp_C: grc=True, freeze=True",114,19.75,456,"0,3",0.8352052420520968,0.1647947579479032,2776064.0
"Exp_C: grc=True, freeze=True",115,19.75,460,"0,3",0.8343056827214748,0.16569431727852527,2776064.0
"Exp_C: grc=True, freeze=True",116,19.75,464,"0,3",0.8391109334162206,0.16088906658377944,2776064.0
"Exp_C: grc=True, freeze=True",117,19.75,468,"0,3",0.8340578156504344,0.16594218434956567,2776064.0
"Exp_C: grc=True, freeze=True",118,19.74,472,"0,3",0.8342681881353164,0.16573181186468353,2776064.0
"Exp_C: grc=True, freeze=True",119,19.75,476,"0,3",0.839703073505232,0.160296926494768,2776064.0
"Exp_C: grc=True, freeze=True",120,19.74,480,"0,3",0.8313905821608389,0.168609417839161,2776064.0
"Exp_C: grc=True, freeze=True",121,19.74,484,"0,3",0.83411973743891,0.16588026256109004,2776064.0
"Exp_C: grc=True, freeze=True",122,19.74,488,"0,3",0.8404616904927945,0.15953830950720552,2776064.0
"Exp_C: grc=True, freeze=True",123,19.74,492,"0,3",0.8385822238247338,0.1614177761752662,2776064.0
"Exp_C: grc=True, freeze=True",124,19.759999999999998,496,"3,0",0.8394237131902731,0.16057628680972696,2776064.0
"Exp_C: grc=True, freeze=True",125,19.74,500,"0,3",0.8444002667529346,0.15559973324706544,2776064.0
"Exp_C: grc=True, freeze=True",126,19.74,504,"0,3",0.83423269570858,0.16576730429141992,2776064.0
"Exp_C: grc=True, freeze=True",127,19.74,508,"3,0",0.839389052893626,0.16061094710637397,2776064.0
"Exp_C: grc=True, freeze=True",128,19.74,512,"0,3",0.8351236576857924,0.16487634231420759,2776064.0
"Exp_C: grc=True, freeze=True",129,19.75,516,"0,3",0.8340220346942355,0.1659779653057645,2776064.0
"Exp_C: grc=True, freeze=True",130,19.75,520,"3,0",0.8399560424430171,0.16004395755698284,2776064.0
"Exp_C: grc=True, freeze=True",131,19.74,524,"0,3",0.8341716202190659,0.16582837978093412,2776064.0
"Exp_C: grc=True, freeze=True",132,19.759999999999998,528,"3,0",0.838287168600234,0.16171283139976597,2776064.0
"Exp_C: grc=True, freeze=True",133,19.75,532,"0,3",0.8372642057702623,0.16273579422973772,2776064.0
"Exp_C: grc=True, freeze=True",134,19.75,536,"3,0",0.8355758734164523,0.16442412658354763,2776064.0
"Exp_C: grc=True, freeze=True",135,19.75,540,"0,3",0.8372555092195272,0.16274449078047282,2776064.0
"Exp_C: grc=True, freeze=True",136,19.75,544,"0,3",0.8380097237724679,0.16199027622753212,2776064.0
"Exp_C: grc=True, freeze=True",137,19.75,548,"3,0",0.8347745730252961,0.1652254269747039,2776064.0
"Exp_C: grc=True, freeze=True",138,19.75,552,"0,3",0.8349717671027034,0.16502823289729662,2776064.0
