Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff
144,47.370000000000005,576,"8,9",0.4755885825905489,0.5244114174094511
145,67.89,580,"7,1",0.4755885825905489,0.5244114174094511
146,58.14,584,"7,1",0.4755885825905489,0.5244114174094511
147,65.66,588,"6,0",0.4755885825905489,0.5244114174094511
148,62.2,592,"6,0",0.4755885825905489,0.5244114174094511
149,70.21,596,"5,4",0.4068931392348796,0.5931068607651204
150,55.95,600,"5,4",0.4068931392348796,0.5931068607651204
151,65.09,604,"9,8",0.4218681716893118,0.5781318283106882
152,53.93,608,"9,8",0.4218681716893118,0.5781318283106882
153,63.59,612,"3,0",0.5056770704997914,0.49432292950020856
154,61.12,616,"3,0",0.5056770704997914,0.49432292950020856
155,59.81999999999999,620,"0,8",0.6453617826270258,0.3546382173729742
156,54.32,624,"0,8",0.6453617826270258,0.3546382173729742
157,64.73,628,"0,2",0.5771852799551854,0.4228147200448146
158,57.29,632,"0,2",0.5771852799551854,0.4228147200448146
159,68.33,636,"0,6",0.634132356108213,0.36586764389178705
160,65.24,640,"0,6",0.634132356108213,0.36586764389178705
161,70.93,644,"0,5",0.5817451508814657,0.4182548491185343
162,55.74,648,"0,5",0.5817451508814657,0.4182548491185343
163,66.97,652,"3,8",0.5209105028863368,0.4790894971136632
164,60.309999999999995,656,"3,8",0.5209105028863368,0.4790894971136632
165,68.54,660,"1,7",0.5209105028863368,0.4790894971136632
166,62.79,664,"1,7",0.5209105028863368,0.4790894971136632
167,72.78,668,"9,4",0.37239170050381576,0.6276082994961842
168,65.86999999999999,672,"9,4",0.37239170050381576,0.6276082994961842
169,74.17,676,"5,8",0.3623522739181398,0.6376477260818602
170,62.19,680,"5,8",0.3623522739181398,0.6376477260818602
171,74.18,684,"3,0",0.4917539074376912,0.5082460925623088
172,70.32000000000001,688,"3,0",0.4917539074376912,0.5082460925623088
173,75.08,692,"0,2",0.59698969327285,0.40301030672714994
174,68.02,696,"0,2",0.59698969327285,0.40301030672714994
175,68.95,700,"0,8",0.6022158698436274,0.3977841301563726
176,60.6,704,"0,8",0.6022158698436274,0.3977841301563726
177,70.72,708,"0,6",0.6862821695858641,0.3137178304141359
178,68.99,712,"0,6",0.6862821695858641,0.3137178304141359
179,73.55000000000001,716,"0,5",0.6052018583967661,0.3947981416032339
180,58.120000000000005,720,"0,5",0.6052018583967661,0.3947981416032339
181,64.21,724,"3,9",0.48537458982719645,0.5146254101728036
182,58.24,728,"3,9",0.48537458982719645,0.5146254101728036
183,70.84,732,"7,4",0.37401418261944214,0.6259858173805579
184,67.92,736,"7,4",0.37401418261944214,0.6259858173805579
